observation_id,timestamp,observer_id,src_ip,src_port,dst_ip,dst_port,txid,message_type,peer_id,connection_id,propagation_delay_ms,direction,sequence_number
OBS0000125,2025-10-14T17:49:02.797654,N0107,203.0.113.235,8333,198.51.100.184,8333,4da7a2bb4601924c7ef20ca5313a553d884d47df64d57f5a96847207dbf9120f,inv,N0056,,82.429,inbound,4
OBS0000126,2025-10-14T17:49:02.804444,N0136,192.0.2.9,8333,198.51.100.11,8333,4da7a2bb4601924c7ef20ca5313a553d884d47df64d57f5a96847207dbf9120f,inv,N0034,,89.219,inbound,5
OBS0000127,2025-10-14T17:49:02.807052,N0125,203.0.113.154,8333,203.0.113.219,18333,4da7a2bb4601924c7ef20ca5313a553d884d47df64d57f5a96847207dbf9120f,inv,N0097,,91.827,inbound,6
OBS0000128,2025-10-14T17:49:02.807277,N0088,198.51.100.196,8333,192.0.2.216,8000,4da7a2bb4601924c7ef20ca5313a553d884d47df64d57f5a96847207dbf9120f,inv,N0100,,92.052,inbound,7
OBS0000129,2025-10-14T17:49:02.833714,N0087,203.0.113.112,8333,198.51.100.122,8333,4da7a2bb4601924c7ef20ca5313a553d884d47df64d57f5a96847207dbf9120f,inv,N0014,,118.489,inbound,8
OBS0000130,2025-10-14T17:49:05.641032,N0087,192.0.2.89,8333,198.51.100.122,8333,3fadab0e1f08a0ffc1409d2144272b407f7948ed042c1ecfba2856c3da21ded2,inv,N0007,,56.969,inbound,1
OBS0000131,2025-10-14T17:49:05.668130,N0107,203.0.113.235,8333,198.51.100.184,8333,3fadab0e1f08a0ffc1409d2144272b407f7948ed042c1ecfba2856c3da21ded2,inv,N0056,,84.067,inbound,2
OBS0000132,2025-10-14T17:49:05.669323,N0125,203.0.113.154,8333,203.0.113.219,18333,3fadab0e1f08a0ffc1409d2144272b407f7948ed042c1ecfba2856c3da21ded2,inv,N0097,,85.26,inbound,3
OBS0000133,2025-10-14T17:49:05.670209,N0088,198.51.100.223,8333,192.0.2.216,8000,3fadab0e1f08a0ffc1409d2144272b407f7948ed042c1ecfba2856c3da21ded2,inv,N0018,,86.146,inbound,4
OBS0000134,2025-10-14T17:49:05.679038,N0136,192.0.2.194,8333,198.51.100.11,8333,3fadab0e1f08a0ffc1409d2144272b407f7948ed042c1ecfba2856c3da21ded2,inv,N0012,,94.975,inbound,5
OBS0000135,2025-10-14T17:49:05.693883,N0129,192.0.2.181,8333,198.51.100.205,8333,3fadab0e1f08a0ffc1409d2144272b407f7948ed042c1ecfba2856c3da21ded2,inv,N0001,,109.82,inbound,6
OBS0000136,2025-10-14T17:49:05.702199,N0109,203.0.113.52,8333,203.0.113.127,8333,3fadab0e1f08a0ffc1409d2144272b407f7948ed042c1ecfba2856c3da21ded2,inv,N0043,,118.136,inbound,7
OBS0000137,2025-10-14T17:49:05.709296,N0017,203.0.113.112,8333,203.0.113.8,18333,3fadab0e1f08a0ffc1409d2144272b407f7948ed042c1ecfba2856c3da21ded2,inv,N0014,,125.233,inbound,8
OBS0000138,2025-10-14T17:49:05.714677,N0094,192.0.2.242,8333,203.0.113.176,8333,3fadab0e1f08a0ffc1409d2144272b407f7948ed042c1ecfba2856c3da21ded2,inv,N0113,,130.614,inbound,9
OBS0000139,2025-10-14T17:49:07.241094,N0003,203.0.113.190,8333,192.0.2.65,8333,a266eb9a6252ebf2ba400f27188359dc1cf963efc9a985d3542cf453ac6a6e85,inv,N0029,,19.53,inbound,1
OBS0000140,2025-10-14T17:49:07.253914,N0109,203.0.113.7,8333,203.0.113.127,8333,a266eb9a6252ebf2ba400f27188359dc1cf963efc9a985d3542cf453ac6a6e85,inv,N0070,,32.35,inbound,2
OBS0000141,2025-10-14T17:49:07.269629,N0136,192.0.2.194,8333,198.51.100.11,8333,a266eb9a6252ebf2ba400f27188359dc1cf963efc9a985d3542cf453ac6a6e85,inv,N0012,,48.065,inbound,3
OBS0000142,2025-10-14T17:49:07.272697,N0125,192.0.2.252,8333,203.0.113.219,18333,a266eb9a6252ebf2ba400f27188359dc1cf963efc9a985d3542cf453ac6a6e85,inv,N0004,,51.133,inbound,4
OBS0000143,2025-10-14T17:49:07.282072,N0094,192.0.2.242,8333,203.0.113.176,8333,a266eb9a6252ebf2ba400f27188359dc1cf963efc9a985d3542cf453ac6a6e85,inv,N0113,,60.508,inbound,5
OBS0000144,2025-10-14T17:49:07.284571,N0087,203.0.113.112,8333,198.51.100.122,8333,a266eb9a6252ebf2ba400f27188359dc1cf963efc9a985d3542cf453ac6a6e85,inv,N0014,,63.007,inbound,6
OBS0000145,2025-10-14T17:49:07.299431,N0017,192.0.2.138,8333,203.0.113.8,18333,a266eb9a6252ebf2ba400f27188359dc1cf963efc9a985d3542cf453ac6a6e85,inv,N0005,,77.867,inbound,7
OBS0000146,2025-10-14T17:49:07.305545,N0129,203.0.113.168,8333,198.51.100.205,8333,a266eb9a6252ebf2ba400f27188359dc1cf963efc9a985d3542cf453ac6a6e85,inv,N0010,,83.981,inbound,8
OBS0000147,2025-10-14T17:49:07.306226,N0088,198.51.100.177,8333,192.0.2.216,8000,a266eb9a6252ebf2ba400f27188359dc1cf963efc9a985d3542cf453ac6a6e85,inv,N0026,,84.662,inbound,9
OBS0000148,2025-10-14T17:49:07.313355,N0107,198.51.100.154,8334,198.51.100.184,8333,a266eb9a6252ebf2ba400f27188359dc1cf963efc9a985d3542cf453ac6a6e85,inv,N0085,,91.791,inbound,10
OBS0000149,2025-10-14T17:49:08.717302,N0003,192.0.2.252,8333,192.0.2.65,8333,0d3cf20524f161de028c949cbb16b209e7b1e9be5912ca3f860eddaa92494b5f,inv,N0004,,64.554,inbound,1
OBS0000150,2025-10-14T17:49:08.722595,N0125,192.0.2.252,8333,203.0.113.219,18333,0d3cf20524f161de028c949cbb16b209e7b1e9be5912ca3f860eddaa92494b5f,inv,N0004,,69.847,inbound,2
OBS0000151,2025-10-14T17:49:08.728504,N0094,203.0.113.28,8333,203.0.113.176,8333,0d3cf20524f161de028c949cbb16b209e7b1e9be5912ca3f860eddaa92494b5f,inv,N0000,,75.756,inbound,3
OBS0000152,2025-10-14T17:49:08.744107,N0136,192.0.2.9,8333,198.51.100.11,8333,0d3cf20524f161de028c949cbb16b209e7b1e9be5912ca3f860eddaa92494b5f,inv,N0034,,91.359,inbound,4
OBS0000153,2025-10-14T17:49:08.752605,N0087,192.0.2.89,8333,198.51.100.122,8333,0d3cf20524f161de028c949cbb16b209e7b1e9be5912ca3f860eddaa92494b5f,inv,N0007,,99.857,inbound,5
OBS0000154,2025-10-14T17:49:08.759061,N0017,192.0.2.138,8333,203.0.113.8,18333,0d3cf20524f161de028c949cbb16b209e7b1e9be5912ca3f860eddaa92494b5f,inv,N0005,,106.313,inbound,6
OBS0000155,2025-10-14T17:49:08.771267,N0109,203.0.113.168,8333,203.0.113.127,8333,0d3cf20524f161de028c949cbb16b209e7b1e9be5912ca3f860eddaa92494b5f,inv,N0010,,118.519,inbound,7
OBS0000156,2025-10-14T17:49:08.786289,N0129,192.0.2.181,8333,198.51.100.205,8333,0d3cf20524f161de028c949cbb16b209e7b1e9be5912ca3f860eddaa92494b5f,inv,N0001,,133.541,inbound,8
OBS0000157,2025-10-14T17:49:10.573136,N0003,203.0.113.191,8333,192.0.2.65,8333,436ec4e4f01ab4622a0c23ded66e07592c0c58f7bbdce3b92fb76d5574b02110,inv,N0027,,77.178,inbound,1
OBS0000158,2025-10-14T17:49:10.631726,N0087,203.0.113.112,8333,198.51.100.122,8333,436ec4e4f01ab4622a0c23ded66e07592c0c58f7bbdce3b92fb76d5574b02110,inv,N0014,,135.768,inbound,2
OBS0000159,2025-10-14T17:49:10.643400,N0109,203.0.113.168,8333,203.0.113.127,8333,436ec4e4f01ab4622a0c23ded66e07592c0c58f7bbdce3b92fb76d5574b02110,inv,N0010,,147.442,inbound,3
OBS0000160,2025-10-14T17:49:10.645947,N0094,203.0.113.28,8333,203.0.113.176,8333,436ec4e4f01ab4622a0c23ded66e07592c0c58f7bbdce3b92fb76d5574b02110,inv,N0000,,149.989,inbound,4
OBS0000161,2025-10-14T17:49:10.656302,N0088,198.51.100.223,8333,192.0.2.216,8000,436ec4e4f01ab4622a0c23ded66e07592c0c58f7bbdce3b92fb76d5574b02110,inv,N0018,,160.344,inbound,5
OBS0000162,2025-10-14T17:49:10.656311,N0017,203.0.113.168,8333,203.0.113.8,18333,436ec4e4f01ab4622a0c23ded66e07592c0c58f7bbdce3b92fb76d5574b02110,inv,N0010,,160.353,inbound,6
OBS0000163,2025-10-14T17:49:10.688940,N0129,192.0.2.25,8333,198.51.100.205,8333,436ec4e4f01ab4622a0c23ded66e07592c0c58f7bbdce3b92fb76d5574b02110,inv,N0059,,192.982,inbound,7
OBS0000164,2025-10-14T17:49:10.707841,N0107,203.0.113.235,8333,198.51.100.184,8333,436ec4e4f01ab4622a0c23ded66e07592c0c58f7bbdce3b92fb76d5574b02110,inv,N0056,,211.883,inbound,8
OBS0000165,2025-10-14T17:49:13.297834,N0107,198.51.100.142,8333,198.51.100.184,8333,09cdda4a2509678e8d19ff54a60f7747bd5be646b846cf078df806f594f39a4d,inv,N0006,,35.428,inbound,1
OBS0000166,2025-10-14T17:49:13.320650,N0087,192.0.2.89,8333,198.51.100.122,8333,09cdda4a2509678e8d19ff54a60f7747bd5be646b846cf078df806f594f39a4d,inv,N0007,,58.244,inbound,2
OBS0000167,2025-10-14T17:49:13.330679,N0125,203.0.113.154,8333,203.0.113.219,18333,09cdda4a2509678e8d19ff54a60f7747bd5be646b846cf078df806f594f39a4d,inv,N0097,,68.273,inbound,3
OBS0000168,2025-10-14T17:49:13.332467,N0136,192.0.2.194,8333,198.51.100.11,8333,09cdda4a2509678e8d19ff54a60f7747bd5be646b846cf078df806f594f39a4d,inv,N0012,,70.061,inbound,4
OBS0000169,2025-10-14T17:49:13.344760,N0094,203.0.113.28,8333,203.0.113.176,8333,09cdda4a2509678e8d19ff54a60f7747bd5be646b846cf078df806f594f39a4d,inv,N0000,,82.354,inbound,5
OBS0000170,2025-10-14T17:49:13.346220,N0003,192.0.2.93,8333,192.0.2.65,8333,09cdda4a2509678e8d19ff54a60f7747bd5be646b846cf078df806f594f39a4d,inv,N0013,,83.814,inbound,6
OBS0000171,2025-10-14T17:49:13.346364,N0088,198.51.100.223,8333,192.0.2.216,8000,09cdda4a2509678e8d19ff54a60f7747bd5be646b846cf078df806f594f39a4d,inv,N0018,,83.958,inbound,7
OBS0000172,2025-10-14T17:49:13.369847,N0017,203.0.113.168,8333,203.0.113.8,18333,09cdda4a2509678e8d19ff54a60f7747bd5be646b846cf078df806f594f39a4d,inv,N0010,,107.441,inbound,8
OBS0000173,2025-10-14T17:49:13.384113,N0129,192.0.2.181,8333,198.51.100.205,8333,09cdda4a2509678e8d19ff54a60f7747bd5be646b846cf078df806f594f39a4d,inv,N0001,,121.707,inbound,9
OBS0000174,2025-10-14T17:49:15.364752,N0003,203.0.113.190,8333,192.0.2.65,8333,5b467b836d7107ca6386f5b162de32f823dd54643bb0cec5921f071cb88c85a2,inv,N0029,,53.644,inbound,1
OBS0000175,2025-10-14T17:49:15.383779,N0125,203.0.113.154,8333,203.0.113.219,18333,5b467b836d7107ca6386f5b162de32f823dd54643bb0cec5921f071cb88c85a2,inv,N0097,,72.671,inbound,2
OBS0000176,2025-10-14T17:49:15.388075,N0107,198.51.100.154,8334,198.51.100.184,8333,5b467b836d7107ca6386f5b162de32f823dd54643bb0cec5921f071cb88c85a2,inv,N0085,,76.967,inbound,3
OBS0000177,2025-10-14T17:49:15.395364,N0088,198.51.100.177,8333,192.0.2.216,8000,5b467b836d7107ca6386f5b162de32f823dd54643bb0cec5921f071cb88c85a2,inv,N0026,,84.256,inbound,4
OBS0000178,2025-10-14T17:49:15.396100,N0136,198.51.100.177,8333,198.51.100.11,8333,5b467b836d7107ca6386f5b162de32f823dd54643bb0cec5921f071cb88c85a2,inv,N0026,,84.992,inbound,5
OBS0000179,2025-10-14T17:49:15.419086,N0129,203.0.113.168,8333,198.51.100.205,8333,5b467b836d7107ca6386f5b162de32f823dd54643bb0cec5921f071cb88c85a2,inv,N0010,,107.978,inbound,6
OBS0000180,2025-10-14T17:49:15.438533,N0109,203.0.113.7,8333,203.0.113.127,8333,5b467b836d7107ca6386f5b162de32f823dd54643bb0cec5921f071cb88c85a2,inv,N0070,,127.425,inbound,7
OBS0000181,2025-10-14T17:49:15.439249,N0017,192.0.2.138,8333,203.0.113.8,18333,5b467b836d7107ca6386f5b162de32f823dd54643bb0cec5921f071cb88c85a2,inv,N0005,,128.141,inbound,8
OBS0000182,2025-10-14T17:49:15.439489,N0094,192.0.2.181,8333,203.0.113.176,8333,5b467b836d7107ca6386f5b162de32f823dd54643bb0cec5921f071cb88c85a2,inv,N0001,,128.381,inbound,9
OBS0000183,2025-10-14T17:49:15.441493,N0087,203.0.113.128,8333,198.51.100.122,8333,5b467b836d7107ca6386f5b162de32f823dd54643bb0cec5921f071cb88c85a2,inv,N0048,,130.385,inbound,10
OBS0000184,2025-10-14T17:49:16.893448,N0003,203.0.113.24,8333,192.0.2.65,8333,a70657f70e188cae21d45a1215ff06cc2ccd4dcc89aad8ceb03560a23b3c2be6,inv,N0081,,47.588,inbound,1
OBS0000185,2025-10-14T17:49:16.941527,N0088,198.51.100.223,8333,192.0.2.216,8000,a70657f70e188cae21d45a1215ff06cc2ccd4dcc89aad8ceb03560a23b3c2be6,inv,N0018,,95.667,inbound,2
OBS0000186,2025-10-14T17:49:16.946213,N0094,203.0.113.28,8333,203.0.113.176,8333,a70657f70e188cae21d45a1215ff06cc2ccd4dcc89aad8ceb03560a23b3c2be6,inv,N0000,,100.353,inbound,3
OBS0000187,2025-10-14T17:49:16.951032,N0017,203.0.113.112,8333,203.0.113.8,18333,a70657f70e188cae21d45a1215ff06cc2ccd4dcc89aad8ceb03560a23b3c2be6,inv,N0014,,105.172,inbound,4
OBS0000188,2025-10-14T17:49:16.980057,N0087,192.0.2.89,8333,198.51.100.122,8333,a70657f70e188cae21d45a1215ff06cc2ccd4dcc89aad8ceb03560a23b3c2be6,inv,N0007,,134.197,inbound,5
OBS0000189,2025-10-14T17:49:16.980397,N0136,192.0.2.194,8333,198.51.100.11,8333,a70657f70e188cae21d45a1215ff06cc2ccd4dcc89aad8ceb03560a23b3c2be6,inv,N0012,,134.537,inbound,6
OBS0000190,2025-10-14T17:49:17.001273,N0107,198.51.100.154,8334,198.51.100.184,8333,a70657f70e188cae21d45a1215ff06cc2ccd4dcc89aad8ceb03560a23b3c2be6,inv,N0085,,155.413,inbound,7
OBS0000191,2025-10-14T17:49:17.006345,N0129,192.0.2.222,8333,198.51.100.205,8333,a70657f70e188cae21d45a1215ff06cc2ccd4dcc89aad8ceb03560a23b3c2be6,inv,N0131,,160.485,inbound,8
OBS0000192,2025-10-14T17:49:17.013663,N0125,198.51.100.138,18333,203.0.113.219,18333,a70657f70e188cae21d45a1215ff06cc2ccd4dcc89aad8ceb03560a23b3c2be6,inv,N0037,,167.803,inbound,9
OBS0000193,2025-10-14T17:49:19.983645,N0003,203.0.113.190,8333,192.0.2.65,8333,40e6e202db9ed3a628bb4e36c6ac861b05062ffb9ce44be82a5faa7e8b40763f,inv,N0029,,64.444,inbound,1
OBS0000194,2025-10-14T17:49:19.984760,N0017,192.0.2.138,8333,203.0.113.8,18333,40e6e202db9ed3a628bb4e36c6ac861b05062ffb9ce44be82a5faa7e8b40763f,inv,N0005,,65.559,inbound,2
OBS0000195,2025-10-14T17:49:20.010169,N0125,203.0.113.154,8333,203.0.113.219,18333,40e6e202db9ed3a628bb4e36c6ac861b05062ffb9ce44be82a5faa7e8b40763f,inv,N0097,,90.968,inbound,3
OBS0000196,2025-10-14T17:49:20.011367,N0129,192.0.2.222,8333,198.51.100.205,8333,40e6e202db9ed3a628bb4e36c6ac861b05062ffb9ce44be82a5faa7e8b40763f,inv,N0131,,92.166,inbound,4
OBS0000197,2025-10-14T17:49:20.014991,N0087,203.0.113.112,8333,198.51.100.122,8333,40e6e202db9ed3a628bb4e36c6ac861b05062ffb9ce44be82a5faa7e8b40763f,inv,N0014,,95.79,inbound,5
OBS0000198,2025-10-14T17:49:20.023036,N0109,203.0.113.7,8333,203.0.113.127,8333,40e6e202db9ed3a628bb4e36c6ac861b05062ffb9ce44be82a5faa7e8b40763f,inv,N0070,,103.835,inbound,6
OBS0000199,2025-10-14T17:49:20.038595,N0094,198.51.100.9,8333,203.0.113.176,8333,40e6e202db9ed3a628bb4e36c6ac861b05062ffb9ce44be82a5faa7e8b40763f,inv,N0067,,119.394,inbound,7
OBS0000200,2025-10-14T17:49:20.108031,N0136,192.0.2.194,8333,198.51.100.11,8333,40e6e202db9ed3a628bb4e36c6ac861b05062ffb9ce44be82a5faa7e8b40763f,inv,N0012,,188.83,inbound,8
OBS0000201,2025-10-14T17:49:21.059855,N0003,203.0.113.28,8333,192.0.2.65,8333,e655a718af13afc341c9e5b2d2dc6b2b5e8c658a18788cb08b7f579b89babf68,inv,N0000,,62.841,inbound,1
OBS0000202,2025-10-14T17:49:21.064629,N0017,192.0.2.138,8333,203.0.113.8,18333,e655a718af13afc341c9e5b2d2dc6b2b5e8c658a18788cb08b7f579b89babf68,inv,N0005,,67.615,inbound,2
OBS0000203,2025-10-14T17:49:21.071337,N0107,198.51.100.154,8334,198.51.100.184,8333,e655a718af13afc341c9e5b2d2dc6b2b5e8c658a18788cb08b7f579b89babf68,inv,N0085,,74.323,inbound,3
OBS0000204,2025-10-14T17:49:21.074767,N0109,203.0.113.7,8333,203.0.113.127,8333,e655a718af13afc341c9e5b2d2dc6b2b5e8c658a18788cb08b7f579b89babf68,inv,N0070,,77.753,inbound,4
OBS0000205,2025-10-14T17:49:21.077239,N0094,203.0.113.28,8333,203.0.113.176,8333,e655a718af13afc341c9e5b2d2dc6b2b5e8c658a18788cb08b7f579b89babf68,inv,N0000,,80.225,inbound,5
OBS0000206,2025-10-14T17:49:21.091515,N0136,192.0.2.194,8333,198.51.100.11,8333,e655a718af13afc341c9e5b2d2dc6b2b5e8c658a18788cb08b7f579b89babf68,inv,N0012,,94.501,inbound,6
OBS0000207,2025-10-14T17:49:21.095008,N0088,198.51.100.223,8333,192.0.2.216,8000,e655a718af13afc341c9e5b2d2dc6b2b5e8c658a18788cb08b7f579b89babf68,inv,N0018,,97.994,inbound,7
OBS0000208,2025-10-14T17:49:22.699887,N0003,203.0.113.28,8333,192.0.2.65,8333,fdbe96348187063becd5d325b4d9b3b077ee7ca35f43059b725c1f9bcb0d4d33,inv,N0000,,74.243,inbound,1
OBS0000209,2025-10-14T17:49:22.709858,N0094,203.0.113.28,8333,203.0.113.176,8333,fdbe96348187063becd5d325b4d9b3b077ee7ca35f43059b725c1f9bcb0d4d33,inv,N0000,,84.214,inbound,2
OBS0000210,2025-10-14T17:49:22.717385,N0087,203.0.113.112,8333,198.51.100.122,8333,fdbe96348187063becd5d325b4d9b3b077ee7ca35f43059b725c1f9bcb0d4d33,inv,N0014,,91.741,inbound,3
OBS0000211,2025-10-14T17:49:22.735579,N0109,203.0.113.7,8333,203.0.113.127,8333,fdbe96348187063becd5d325b4d9b3b077ee7ca35f43059b725c1f9bcb0d4d33,inv,N0070,,109.935,inbound,4
OBS0000212,2025-10-14T17:49:22.736008,N0088,198.51.100.223,8333,192.0.2.216,8000,fdbe96348187063becd5d325b4d9b3b077ee7ca35f43059b725c1f9bcb0d4d33,inv,N0018,,110.364,inbound,5
OBS0000213,2025-10-14T17:49:22.742420,N0129,203.0.113.168,8333,198.51.100.205,8333,fdbe96348187063becd5d325b4d9b3b077ee7ca35f43059b725c1f9bcb0d4d33,inv,N0010,,116.776,inbound,6
OBS0000214,2025-10-14T17:49:22.748097,N0125,192.0.2.252,8333,203.0.113.219,18333,fdbe96348187063becd5d325b4d9b3b077ee7ca35f43059b725c1f9bcb0d4d33,inv,N0004,,122.453,inbound,7
OBS0000215,2025-10-14T17:49:22.752158,N0107,198.51.100.142,8333,198.51.100.184,8333,fdbe96348187063becd5d325b4d9b3b077ee7ca35f43059b725c1f9bcb0d4d33,inv,N0006,,126.514,inbound,8
OBS0000216,2025-10-14T17:49:22.776201,N0136,192.0.2.9,8333,198.51.100.11,8333,fdbe96348187063becd5d325b4d9b3b077ee7ca35f43059b725c1f9bcb0d4d33,inv,N0034,,150.557,inbound,9
OBS0000217,2025-10-14T17:49:22.781956,N0017,203.0.113.112,8333,203.0.113.8,18333,fdbe96348187063becd5d325b4d9b3b077ee7ca35f43059b725c1f9bcb0d4d33,inv,N0014,,156.312,inbound,10
OBS0000218,2025-10-14T17:49:25.118229,N0088,198.51.100.196,8333,192.0.2.216,8000,0032371456e60b5050e79097b1ec75dd764e620aad2f0c422807e81a1ed165e4,inv,N0100,,77.795,inbound,1
OBS0000219,2025-10-14T17:49:25.121100,N0017,192.0.2.138,8333,203.0.113.8,18333,0032371456e60b5050e79097b1ec75dd764e620aad2f0c422807e81a1ed165e4,inv,N0005,,80.666,inbound,2
OBS0000220,2025-10-14T17:49:25.123515,N0003,192.0.2.37,8333,192.0.2.65,8333,0032371456e60b5050e79097b1ec75dd764e620aad2f0c422807e81a1ed165e4,inv,N0019,,83.081,inbound,3
OBS0000221,2025-10-14T17:49:25.138938,N0107,198.51.100.142,8333,198.51.100.184,8333,0032371456e60b5050e79097b1ec75dd764e620aad2f0c422807e81a1ed165e4,inv,N0006,,98.504,inbound,4
OBS0000222,2025-10-14T17:49:25.153032,N0087,192.0.2.89,8333,198.51.100.122,8333,0032371456e60b5050e79097b1ec75dd764e620aad2f0c422807e81a1ed165e4,inv,N0007,,112.598,inbound,5
OBS0000223,2025-10-14T17:49:25.158481,N0125,203.0.113.154,8333,203.0.113.219,18333,0032371456e60b5050e79097b1ec75dd764e620aad2f0c422807e81a1ed165e4,inv,N0097,,118.047,inbound,6
OBS0000224,2025-10-14T17:49:25.168320,N0129,203.0.113.168,8333,198.51.100.205,8333,0032371456e60b5050e79097b1ec75dd764e620aad2f0c422807e81a1ed165e4,inv,N0010,,127.886,inbound,7
OBS0000225,2025-10-14T17:49:25.172246,N0136,198.51.100.177,8333,198.51.100.11,8333,0032371456e60b5050e79097b1ec75dd764e620aad2f0c422807e81a1ed165e4,inv,N0026,,131.812,inbound,8
OBS0000226,2025-10-14T17:49:25.181157,N0094,192.0.2.181,8333,203.0.113.176,8333,0032371456e60b5050e79097b1ec75dd764e620aad2f0c422807e81a1ed165e4,inv,N0001,,140.723,inbound,9
OBS0000227,2025-10-14T17:49:25.190892,N0109,203.0.113.7,8333,203.0.113.127,8333,0032371456e60b5050e79097b1ec75dd764e620aad2f0c422807e81a1ed165e4,inv,N0070,,150.458,inbound,10
OBS0000228,2025-10-14T17:49:26.944506,N0129,192.0.2.181,8333,198.51.100.205,8333,590ca132dc8f583f99646cfd154da4525d4d289ef3892168b3a080cffebc455b,inv,N0001,,65.523,inbound,1
OBS0000229,2025-10-14T17:49:26.946678,N0017,192.0.2.138,8333,203.0.113.8,18333,590ca132dc8f583f99646cfd154da4525d4d289ef3892168b3a080cffebc455b,inv,N0005,,67.695,inbound,2
OBS0000230,2025-10-14T17:49:26.963873,N0003,203.0.113.190,8333,192.0.2.65,8333,590ca132dc8f583f99646cfd154da4525d4d289ef3892168b3a080cffebc455b,inv,N0029,,84.89,inbound,3
OBS0000231,2025-10-14T17:49:26.978035,N0094,192.0.2.181,8333,203.0.113.176,8333,590ca132dc8f583f99646cfd154da4525d4d289ef3892168b3a080cffebc455b,inv,N0001,,99.052,inbound,4
OBS0000232,2025-10-14T17:49:26.978718,N0125,192.0.2.252,8333,203.0.113.219,18333,590ca132dc8f583f99646cfd154da4525d4d289ef3892168b3a080cffebc455b,inv,N0004,,99.735,inbound,5
OBS0000233,2025-10-14T17:49:26.995092,N0136,192.0.2.194,8333,198.51.100.11,8333,590ca132dc8f583f99646cfd154da4525d4d289ef3892168b3a080cffebc455b,inv,N0012,,116.109,inbound,6
OBS0000234,2025-10-14T17:49:26.995828,N0107,203.0.113.235,8333,198.51.100.184,8333,590ca132dc8f583f99646cfd154da4525d4d289ef3892168b3a080cffebc455b,inv,N0056,,116.845,inbound,7
OBS0000235,2025-10-14T17:49:27.011514,N0087,203.0.113.112,8333,198.51.100.122,8333,590ca132dc8f583f99646cfd154da4525d4d289ef3892168b3a080cffebc455b,inv,N0014,,132.531,inbound,8
OBS0000236,2025-10-14T17:49:27.016562,N0109,203.0.113.168,8333,203.0.113.127,8333,590ca132dc8f583f99646cfd154da4525d4d289ef3892168b3a080cffebc455b,inv,N0010,,137.579,inbound,9
OBS0000237,2025-10-14T17:49:30.312644,N0003,198.51.100.202,18333,192.0.2.65,8333,23aa0f449b026e0259d54badd04b13ea0ee44c3c437724f0dfa67cd9c87083c9,inv,N0046,,52.053,inbound,1
OBS0000238,2025-10-14T17:49:30.341418,N0094,198.51.100.9,8333,203.0.113.176,8333,23aa0f449b026e0259d54badd04b13ea0ee44c3c437724f0dfa67cd9c87083c9,inv,N0067,,80.827,inbound,2
OBS0000239,2025-10-14T17:49:30.357240,N0125,192.0.2.252,8333,203.0.113.219,18333,23aa0f449b026e0259d54badd04b13ea0ee44c3c437724f0dfa67cd9c87083c9,inv,N0004,,96.649,inbound,3
OBS0000240,2025-10-14T17:49:30.364651,N0017,192.0.2.138,8333,203.0.113.8,18333,23aa0f449b026e0259d54badd04b13ea0ee44c3c437724f0dfa67cd9c87083c9,inv,N0005,,104.06,inbound,4
OBS0000241,2025-10-14T17:49:30.366847,N0087,203.0.113.112,8333,198.51.100.122,8333,23aa0f449b026e0259d54badd04b13ea0ee44c3c437724f0dfa67cd9c87083c9,inv,N0014,,106.256,inbound,5
OBS0000242,2025-10-14T17:49:30.398074,N0136,198.51.100.177,8333,198.51.100.11,8333,23aa0f449b026e0259d54badd04b13ea0ee44c3c437724f0dfa67cd9c87083c9,inv,N0026,,137.483,inbound,6
OBS0000243,2025-10-14T17:49:30.451114,N0088,198.51.100.177,8333,192.0.2.216,8000,23aa0f449b026e0259d54badd04b13ea0ee44c3c437724f0dfa67cd9c87083c9,inv,N0026,,190.523,inbound,7
OBS0000244,2025-10-14T17:49:32.563360,N0125,203.0.113.154,8333,203.0.113.219,18333,076f29645274394adcc7aab314b1b63557df060dd9f10e167c22fc4c19200cd9,inv,N0097,,48.914,inbound,1
OBS0000245,2025-10-14T17:49:32.577418,N0003,192.0.2.93,8333,192.0.2.65,8333,076f29645274394adcc7aab314b1b63557df060dd9f10e167c22fc4c19200cd9,inv,N0013,,62.972,inbound,2
OBS0000246,2025-10-14T17:49:32.593455,N0088,198.51.100.177,8333,192.0.2.216,8000,076f29645274394adcc7aab314b1b63557df060dd9f10e167c22fc4c19200cd9,inv,N0026,,79.009,inbound,3
OBS0000247,2025-10-14T17:49:32.597507,N0107,198.51.100.154,8334,198.51.100.184,8333,076f29645274394adcc7aab314b1b63557df060dd9f10e167c22fc4c19200cd9,inv,N0085,,83.061,inbound,4
OBS0000248,2025-10-14T17:49:32.601290,N0109,203.0.113.168,8333,203.0.113.127,8333,076f29645274394adcc7aab314b1b63557df060dd9f10e167c22fc4c19200cd9,inv,N0010,,86.844,inbound,5
OBS0000249,2025-10-14T17:49:32.614084,N0129,203.0.113.168,8333,198.51.100.205,8333,076f29645274394adcc7aab314b1b63557df060dd9f10e167c22fc4c19200cd9,inv,N0010,,99.638,inbound,6
OBS0000250,2025-10-14T17:49:33.675663,N0136,198.51.100.177,8333,198.51.100.11,8333,8d91c95a610eb3a0f049669845ea2520a55039374672de604f3bf3c84ae1e9f2,inv,N0026,,58.695,inbound,1
